ko,sequence_count,full_f1,full_note,frag_f1,frag_note
K22942,104,0.974359,,0.969697,
K22943,505,0.938547,,0.845638,
K22944,2,0.666667,,0.666667,
K22946,1,0.0,,1.0,
K22947,6,1.0,,1.0,
K22948,2,1.0,,1.0,
K22949,125,1.0,no negative,0.974359,
K22950,2,0.666667,,0.4,
K22951,8,1.0,,0.0,no positive
K22952,158,0.928571,,0.857143,
K22954,20,1.0,,0.5,
K22955,129,0.820513,,0.814815,
K22956,94,0.967742,,0.666667,
K22957,25,0.888889,,0.666667,
K22958,145,0.931034,,0.909091,
K22959,48,0.923077,,0.909091,
K22960,105,0.681818,,0.7,
K22961,238,0.989474,,0.906977,
K22966,128,0.878049,,0.83871,
K22968,30,0.923077,,0.666667,
K22969,276,0.933333,,0.810127,
K22970,454,0.901235,,0.816,
K22972,4,0.0,no negative,1.0,
K22973,5,1.0,,0.666667,
K22974,3,0.0,no positive,0.0,
K22975,5,1.0,,1.0,no negative
K22976,15,0.5,,0.666667,
K22977,11,0.666667,,0.5,
K22978,25,0.727273,,0.727273,
K22979,5,0.0,,0.0,
K22980,28,0.117647,,0.0,
K22981,15,0.8,,1.0,
K22982,44,0.8,,0.8,
K22983,109,0.782609,,0.576923,
K22984,8999,0.764347,,0.715612,
K22985,574,0.878924,,0.818182,
K22986,169,0.885246,,0.772727,
K22987,194,0.957746,,0.884615,
K22988,211,0.947368,,0.861538,
K22989,334,0.976744,,0.934579,
K22990,784,0.867314,,0.885609,
K22991,800,0.909722,,0.889831,
K22992,56,0.636364,,0.666667,
K22993,54,1.0,,0.8,
K22994,111,0.857143,,0.571429,
K22995,8,0.0,no positive,0.0,no positive
K22997,38,0.923077,,0.5,
K22998,32,0.909091,,0.6,
K22999,151,0.949153,,0.809524,
K23000,177,1.0,,0.931034,
K23001,586,0.889908,,0.891566,
K23002,566,0.893023,,0.857143,
K23003,32,0.909091,,0.857143,
K23004,30,0.888889,no negative,1.0,
K23005,29,0.833333,,0.571429,
K23006,38,0.909091,,0.333333,
K23007,64,0.857143,,0.625,
K23008,287,0.963636,,0.966292,
K23009,325,0.884615,,0.911765,
K23010,767,0.865455,,0.808989,
K23011,225,0.888889,,0.707692,
K23012,465,0.983051,,0.859259,
K23013,149,1.0,,0.909091,
K23014,587,0.927928,,0.797814,
K23015,55,0.777778,,1.0,
K23016,27,0.857143,,0.666667,
K23017,6,1.0,,1.0,no negative
K23018,1,0.666667,,0.0,no positive
K23020,31,0.727273,,0.769231,
K23021,3,0.0,no negative,0.666667,
K23022,1,1.0,no negative,0.666667,
K23023,1,1.0,no negative,0.666667,
K23024,15,1.0,,0.5,
K23025,204,0.88,,0.862069,
K23026,301,0.975207,,0.877551,
K23027,231,0.941176,,0.935484,
K23028,516,0.932642,,0.826667,
K23029,398,0.84472,,0.697987,
K23030,11,0.0,,0.8,
K23031,1,0.0,,0.0,no positive
K23032,4,1.0,,0.4,
K23033,102,0.883721,,0.787879,
K23034,171,0.892308,,0.842105,
K23035,58,0.947368,,0.8,
K23036,143,0.958333,,0.962963,
K23038,332,0.892086,,0.894118,
K23039,131,0.962963,,0.88,
K23040,535,0.937198,,0.890244,
K23041,310,0.9,,0.854369,
K23043,11,1.0,no negative,0.666667,
K23044,40,1.0,,0.923077,
K23045,2,1.0,,0.0,no positive
K23046,5,0.0,no positive,0.0,no positive
K23047,315,0.611111,,0.310811,
K23048,106,0.888889,,0.888889,
K23049,229,0.9,,0.793103,
K23050,630,0.868217,,0.836364,
K23051,105,0.974359,,0.848485,
K23052,108,1.0,,0.918919,
K23053,1,0.0,,1.0,
K23054,216,0.75,,0.708333,
K23055,122,0.833333,,0.833333,
K23056,80,0.857143,,0.8,
K23057,78,0.88,,0.8,
K23058,61,0.4,,1.0,no negative
K23059,636,0.829694,,0.863158,
K23060,760,0.91358,,0.839024,
K23061,89,0.962963,,1.0,
K23062,77,1.0,,0.941176,
K23063,82,1.0,no negative,0.947368,
K23064,65,1.0,,0.941176,
K23065,10,0.666667,,0.8,
K23066,33,1.0,,1.0,
K23067,22,0.8,,0.857143,
K23072,1,0.0,,1.0,no negative
K23073,1,0.0,,0.666667,
K23074,2,1.0,,1.0,
K23075,22,0.615385,,0.666667,
K23076,20,0.666667,,1.0,
K23077,141,0.877193,,0.833333,
K23078,115,0.926829,,0.636364,
K23079,22,0.571429,,0.75,
K23080,95,0.944444,,0.965517,
K23081,76,0.903226,,0.956522,
K23082,8,0.0,,1.0,
K23083,9,1.0,,1.0,no negative
K23084,6,1.0,,1.0,
K23085,11,0.666667,,1.0,
K23086,65,1.0,,0.833333,
K23087,440,0.630769,,0.70229,
K23088,651,0.931174,,0.875,
K23089,229,0.963855,,0.727273,
K23090,173,0.96875,,0.867925,
K23091,182,0.872727,,0.784314,
K23092,34,0.2,,0.285714,
K23093,660,0.919355,,0.808511,
K23094,238,0.966292,,0.95082,
K23095,255,0.967742,,0.970588,
K23096,229,0.891566,,0.869565,
K23097,125,0.791667,,0.647059,
K23098,163,0.909091,,0.727273,
K23099,91,0.965517,,0.6,
K23100,152,0.966667,,0.96,
K23101,1,0.0,,1.0,
K23102,1,1.0,,1.0,no negative
K23103,1,1.0,,1.0,
K23104,2,0.0,no positive,1.0,no negative
K23105,3,0.0,,1.0,
K23106,278,0.854369,,0.8,
K23107,1250,0.716535,,0.660508,
K23108,10,0.5,,0.571429,
K23109,11,0.0,,1.0,no negative
K23110,10,0.0,,0.0,no positive
K23111,9,0.666667,,0.4,
K23112,417,0.891429,,0.776699,
K23113,369,0.935252,,0.878049,
K23114,605,0.954733,,0.868293,
K23115,474,0.872928,,0.784,
K23116,217,1.0,,0.982456,
K23117,125,0.979592,,0.952381,
K23118,42,0.941176,,0.8,
K23119,5,1.0,,1.0,
K23120,78,0.928571,,0.952381,
K23121,112,0.977778,,0.864865,
K23122,70,1.0,,0.923077,
K23123,579,0.539062,,0.5,
K23124,849,0.603604,,0.63197,
K23125,89,0.727273,,0.709677,
K23126,75,0.956522,,1.0,
K23127,434,0.858824,,0.711538,
K23128,4,0.0,,0.0,
K23129,12,0.8,,0.4,
K23130,2,0.0,,0.666667,
K23131,2,0.0,no negative,0.0,no positive
K23132,1,1.0,no negative,1.0,no negative
K23133,2,0.0,,0.0,no negative
K23134,4,0.0,,1.0,
K23135,23,0.75,,0.5,
K23136,181,0.14,,0.227273,
K23137,7,1.0,,1.0,
K23138,63,0.736842,,0.285714,
K23139,381,0.875912,,0.738095,
K23140,98,0.848485,,0.636364,
K23141,90,0.866667,,0.75,
K23142,141,0.893617,,0.8125,
K23143,127,0.938776,,0.789474,
K23144,290,0.971963,,0.860759,
K23145,121,0.844444,,0.714286,
K23146,350,0.926829,,0.730769,
K23147,30,0.615385,,0.25,
K23148,71,0.869565,,0.363636,
K23149,269,0.84,,0.735294,
K23150,85,1.0,,0.857143,
K23151,480,0.932584,,0.930818,
K23154,233,0.988764,,0.761905,
K23155,52,0.296296,,0.133333,
K23156,120,0.744186,,0.588235,
K23157,1,1.0,no negative,0.0,
K23158,1,0.0,,1.0,no negative
K23159,15,1.0,,0.8,
K23160,8,0.0,no positive,0.5,
K23161,1,0.0,,,no sample
K23162,5,0.0,,0.0,
K23163,1426,0.975089,,0.941884,
K23164,634,0.827586,,0.773481,
K23165,172,0.84375,,0.851852,
K23166,824,0.913738,,0.843284,
K23167,206,0.715789,,0.622222,
K23168,525,0.846939,,0.778443,
K23169,151,0.928571,,0.8125,
K23170,142,0.938776,,0.85,
K23171,1,0.0,,1.0,
K23173,5,0.0,no positive,1.0,
K23174,1,1.0,,1.0,
K23176,320,0.95,,0.864865,
K23178,1,1.0,no negative,1.0,no negative
K23179,64,0.857143,,0.9,
K23180,22,0.857143,,0.666667,
K23181,192,0.972973,,0.888889,
K23182,163,0.965517,,0.777778,
K23182+K23183,1,1.0,,,
K23183,158,0.857143,,0.888889,
K23184,149,0.5,,0.695652,
K23185,304,0.938053,,0.909091,
K23186,1742,0.914706,,0.897106,
K23186+K25286,1,1.0,,,
K23187,1852,0.932615,,0.864353,
K23188,1585,0.931638,,0.92201,
K23189,15,0.8,,0.666667,
K23190,1,1.0,,0.0,no positive
K23191,1,1.0,,0.0,no positive
K23192,237,0.91358,,0.873239,
K23193,217,0.759494,,0.826667,
K23194,433,0.95,,0.941176,
K23195,403,0.875,,0.80303,
K23196,144,0.947368,,0.842105,
K23197,2,0.0,no positive,1.0,no negative
K23198,2,0.0,,1.0,no negative
K23199,3,1.0,,1.0,no negative
K23200,121,0.956522,,0.818182,
K23201,1,1.0,,1.0,no negative
K23202,1,0.0,,0.666667,
K23203,450,0.699187,,0.551724,
K23204,188,0.056338,,0.105263,
K23205,238,0.74,,0.688525,
K23206,339,0.927273,,0.677419,
K23207,266,0.773333,,0.654545,
K23208,142,0.875,,0.857143,
K23209,395,0.38806,,0.268041,
K23210,73,0.625,,0.6,
K23211,110,1.0,,0.888889,
K23212,12,1.0,,0.571429,
K23213,88,0.875,,0.857143,
K23214,172,0.878788,,0.892857,
K23215,253,0.629213,,0.666667,
K23216,109,1.0,,0.962963,
K23217,118,0.977778,,0.810811,
K23218,214,0.95122,,0.892308,
K23219,225,0.761905,,0.470588,
K23220,315,0.864407,,0.719101,
K23221,168,0.842105,,0.540541,
K23222,2588,0.626953,,0.624585,
K23223,150,0.693878,,0.536585,
K23224,555,0.919431,,0.796875,
K23225,140,0.964286,,0.897959,
K23226,108,0.974359,,0.866667,
K23227,920,0.933718,,0.816514,
K23228,743,0.961404,,0.926407,
K23229,3,1.0,,0.666667,
K23230,2,1.0,no negative,1.0,no negative
K23231,14,1.0,no negative,0.666667,
K23232,337,0.811189,,0.757895,
K23233,68,0.631579,,0.615385,
K23234,188,1.0,,0.982456,
K23235,33,0.5,,0.5,
K23236,2,1.0,,1.0,
K23237,185,0.724638,,0.742857,
K23238,59,0.761905,,0.444444,
K23239,234,0.682927,,0.659091,
K23240,89,0.8,,0.666667,
K23241,18,1.0,no negative,1.0,
K23242,1118,0.838574,,0.74938,
K23243,140,0.409091,,0.418605,
K23244,223,0.886364,,0.895522,
K23245,174,0.985075,,0.980392,
K23246,183,0.869565,,0.717949,
K23247,323,0.938462,,0.904762,
K23248,218,0.738462,,0.666667,
K23249,1,1.0,,1.0,
K23250,2,1.0,,1.0,
K23251,1,1.0,,1.0,no negative
K23252,27,1.0,,0.8,
K23253,98,0.342857,,0.0,
K23254,17,0.0,no positive,0.0,
K23255,727,0.693548,,0.511905,
K23256,698,0.879725,,0.82906,
K23257,636,0.79845,,0.828571,
K23258,796,0.976431,,0.821918,
K23259,133,1.0,,0.930233,
K23260,510,0.643216,,0.493333,
K23262,365,0.931507,,0.936508,
K23263,7,0.666667,,1.0,
K23264,1882,0.986486,,0.93314,
K23265,2252,0.989967,,0.9625,
K23266,104,0.222222,,0.444444,
K23267,246,0.52,,0.571429,
K23268,206,0.973684,,0.925373,
K23269,1968,0.990968,,0.955725,
K23270,245,0.979592,,0.957746,
K23271,181,0.909091,,0.912281,
K23272,56,0.818182,,0.823529,
K23273,56,0.909091,,0.72,
K23274,276,0.877193,,0.716418,
K23275,134,0.733333,,0.628571,
K23277,10,0.0,,0.0,no positive
K23278,93,0.9375,,0.962963,
K23279,83,0.466667,,0.434783,
K23280,388,0.917808,,0.85,
K23281,242,0.8125,,0.825397,
K23282,375,0.894737,,0.795455,
K23283,230,0.952381,,0.852941,
K23284,3500,0.685069,,0.59204,
K23285,348,0.920635,,0.924731,
K23286,383,0.923077,,0.836735,
K23287,287,0.951456,,0.787879,
K23288,378,0.957746,,0.8125,
K23289,372,0.95082,,0.903226,
K23290,96,0.96,,0.952381,
K23291,361,0.849315,,0.778761,
K23292,682,0.917563,,0.877193,
K23293,263,0.692308,,0.765957,
K23294,368,0.905109,,0.830189,
K23295,281,0.921569,,0.783784,
K23296,242,0.91358,,0.828571,
K23297,188,0.970588,,0.84,
K23298,285,0.904348,,0.851485,
K23299,49,0.857143,,0.714286,
K23300,56,0.555556,,0.615385,
K23301,55,1.0,,0.941176,
K23302,59,1.0,,0.727273,
K23303,52,1.0,,0.857143,
K23304,33,0.8,,0.666667,
K23305,48,0.857143,,0.933333,
K23306,11,0.8,,1.0,
K23307,18,1.0,no negative,0.5,
K23308,433,0.926829,,0.878049,
K23309,710,0.896296,,0.75122,
K23310,89,0.722222,,0.666667,
K23311,285,0.846154,,0.904762,
K23312,377,0.878049,,0.839506,
K23313,349,0.882883,,0.567901,
K23314,656,0.905512,,0.817073,
K23315,29,0.909091,,0.0,
K23316,8,0.0,,0.5,
K23317,280,0.864865,,0.902439,
K23318,285,0.927273,,0.873563,
K23319,84,1.0,,0.857143,
K23320,8,0.0,no positive,0.0,no positive
K23321,13,0.5,,0.0,
K23322,5,,no sample,,no sample
K23323,36,0.833333,,1.0,
K23324,148,0.983051,,1.0,
K23325,322,0.93578,,0.875,
K23326,306,0.972477,,0.976744,
K23327,476,0.973545,,0.806452,
K23328,113,0.904762,,0.615385,
K23329,75,0.933333,,0.833333,
K23330,238,0.75,,0.814815,
K23331,195,0.942857,,0.77193,
K23332,197,0.961039,,0.872727,
K23333,561,0.957346,,0.878788,
K23334,579,0.880435,,0.85906,
K23335,356,0.888889,,0.860215,
K23336,394,0.818182,,0.742857,
K23337,219,0.933333,,0.916667,
K23338,508,0.903955,,0.844444,
K23339,113,0.904762,,0.810811,
K23340,401,0.941935,,0.850394,
K23341,381,1.0,,0.984615,
K23342,346,0.782609,,0.839286,
K23343,418,0.913907,,0.666667,
K23344,477,0.972973,,0.915033,
K23345,508,0.906542,,0.75,
K23346,202,0.975,,0.862069,
K23347,7,1.0,,1.0,no negative
K23348,112,0.722222,,0.470588,
K23349,903,0.629442,,0.568627,
K23351,642,0.837607,,0.842593,
K23352,314,0.603448,,0.636364,
K23353,573,0.907489,,0.763158,
K23354,224,0.95122,,0.818182,
K23355,213,0.944444,,0.949153,
K23356,1424,0.886792,,0.679739,
K23357,58,1.0,,0.952381,
K23358,153,0.981818,,0.93617,
K23359,654,0.635193,,0.571429,
K23360,5,1.0,,1.0,
K23361,44,0.5,,0.0,
K23362,856,0.894895,,0.824427,
K23365,2,1.0,,0.666667,
K23366,5,0.0,,0.0,no positive
K23367,2,1.0,,0.0,no positive
K23368,338,0.893939,,0.704762,
K23369,174,0.95082,,0.909091,
K23370,45,0.736842,,0.428571,
K23371,36,0.444444,,0.75,
K23372,53,0.933333,,0.545455,
K23373,136,0.784314,,0.608696,
K23374,103,0.833333,,0.666667,
K23375,94,0.875,,0.628571,
K23376,144,0.896552,,0.5,
K23377,457,0.849741,,0.717241,
K23378,10,0.0,,0.0,no positive
K23379,211,1.0,,0.944444,
K23380,453,0.908108,,0.77381,
K23381,11,0.666667,,0.5,
K23382,10,0.666667,,0.666667,
K23383,127,0.62069,,0.6,
K23384,7,1.0,,0.0,no positive
K23385,20,1.0,,0.5,
K23386,412,0.870748,,0.814815,
K23387,496,0.941799,,0.844828,
K23388,433,0.87013,,0.709091,
K23389,55,0.777778,,0.47619,
K23390,377,0.696774,,0.739726,
K23392,2,0.0,no positive,0.0,no positive
K23393,950,0.986667,,0.920755,
K23395,3,1.0,,1.0,
K23397,5,0.5,,0.666667,
K23398,639,0.919831,,0.849162,
K23399,288,0.932203,,0.897959,
K23400,201,0.888889,,0.807692,
K23401,88,1.0,,0.9375,
K23402,262,0.933333,,0.776471,
K23403,129,0.956522,,0.947368,
K23404,342,0.848485,,0.918919,
K23405,700,0.915129,,0.894472,
K23406,323,0.92562,,0.813187,
K23407,277,0.989899,,0.936709,
K23408,859,0.978462,,0.844106,
K23409,426,0.936416,,0.828125,
K23410,275,0.938776,,0.871795,
K23411,276,0.961538,,0.849315,
K23412,83,0.96,no negative,0.857143,
K23413,417,0.931677,,0.854962,
K23414,126,0.653061,,0.555556,
K23415,12,1.0,,0.0,no positive
K23416,33,0.153846,,0.0,
K23417,242,0.609756,,0.482759,
K23418,259,0.677419,,0.6,
K23419,282,0.857143,,0.847059,
K23420,118,0.933333,,0.930233,
K23421,259,0.880952,,0.837209,
K23422,39,0.26087,,0.363636,
K23423,49,0.888889,,0.8,
K23424,1633,0.846154,,0.781186,
K23425,387,0.810345,,0.711864,
K23426,1,1.0,,1.0,
K23427,7,0.5,,0.0,no positive
K23428,2,0.0,,1.0,
K23429,195,0.971429,,0.947368,
K23430,82,1.0,,0.869565,
K23431,2,1.0,,1.0,
K23432,2,0.0,no positive,,no sample
K23433,1,1.0,,,no sample
K23434,2,0.0,no positive,1.0,
K23435,248,0.942529,,0.892308,
K23436,213,0.962025,,0.884615,
K23437,679,0.934866,,0.885965,
K23438,382,0.96,,0.951613,
K23439,283,0.895833,,0.916667,
K23440,264,0.794118,,0.765957,
K23441,133,1.0,,0.914286,
K23442,87,0.903226,,0.88,
K23443,66,0.888889,,0.857143,
K23444,88,1.0,,0.888889,
K23445,103,0.9375,,1.0,
K23446,79,0.88,,0.705882,
K23447,69,0.9,,1.0,
K23448,56,0.470588,,0.5,
K23449,290,0.846847,,0.785714,
K23450,167,0.72093,,0.533333,
K23451,151,0.93617,,0.787879,
K23452,41,0.4,,0.5,
K23453,3,0.0,,0.0,no positive
K23454,5,1.0,,1.0,
K23455,254,0.934783,,0.763158,
K23456,385,0.954839,,0.884956,
K23457,79,1.0,,0.827586,
K23458,7,1.0,,0.5,
K23459,168,0.878788,,0.766667,
K23460,719,0.974359,,0.894472,
K23461,32,0.769231,,0.75,
K23462,148,0.92,,0.864865,
K23462+K23465,28,1.0,no negative,,
K23463,446,0.9125,,0.916667,
K23464,156,0.983607,,0.761905,
K23465,261,0.814815,,0.518519,
K23466,120,0.652174,,0.533333,
K23467,94,0.631579,,0.72,
K23468,113,0.84,,0.8,
K23469,258,0.842105,,0.65,
K23470,99,0.8,,0.842105,
K23471,222,0.909091,,0.923077,
K23472,2,1.0,,,no sample
K23473,2,0.0,,0.0,no positive
K23474,8,0.4,,0.5,
K23475,38,0.608696,,0.5,
K23476,26,1.0,,0.8,
K23477,1,1.0,,1.0,
K23478,6,1.0,,0.333333,
K23479,5,0.0,,0.0,no positive
K23480,378,0.910345,,0.851852,
K23481,108,0.941176,,0.965517,
K23482,624,0.966102,,0.920188,
K23483,1783,0.959441,,0.914119,
K23484,78,0.857143,,0.8,
K23485,8,0.0,no positive,0.0,no positive
K23486,18,0.0,,0.5,
K23487,189,0.888889,,0.833333,
K23488,407,0.916667,,0.87218,
K23489,123,0.833333,,0.702703,
K23490,1861,0.911565,,0.831776,
K23491,267,0.737705,,0.752475,
K23492,44,1.0,,0.727273,
K23495,373,0.971429,,0.910569,
K23496,360,0.925373,,0.772277,
K23497,410,0.940397,,0.892562,
K23498,614,0.883721,,0.86,
K23499,554,0.663934,,0.722581,
K23500,350,0.962963,,0.929825,
K23501,254,0.960784,,0.909091,
K23502,184,0.970588,,0.956522,
K23503,332,0.836364,,0.926316,
K23504,581,0.8,,0.723684,
K23505,429,0.925,,0.895105,
K23506,434,0.963855,,0.828571,
K23507,250,0.954545,,0.872727,
K23508,626,0.958333,,0.908213,
K23509,1207,0.973799,,0.948328,
K23510,30,1.0,,0.857143,
K23511,27,1.0,,0.666667,
K23512,27,0.888889,,0.222222,
K23513,31,0.333333,,1.0,
K23514,4116,0.7713,,0.666244,
K23515,30,1.0,,0.923077,
K23516,158,0.981818,,0.923077,
K23518,3141,0.916667,,0.861163,
K23519,24,0.8,,0.8,
K23526,31,0.769231,,0.857143,
K23527,37,1.0,,0.625,
K23528,35,0.0,no positive,0.571429,
K23529,35,0.444444,,0.0,no positive
K23530,1,0.0,,1.0,no negative
K23531,666,0.965251,,0.917073,
K23532,184,0.90625,,0.958333,
K23533,429,0.872483,,0.795699,
K23534,13,1.0,,0.0,no positive
K23535,3212,0.975,,0.919608,
K23535+K23536,2,0.0,no positive,,
K23535+K23537,5,0.0,no positive,,
K23536,3034,0.971572,,0.899702,
K23536+K23537,3,0.0,no positive,,
K23537,3258,0.986068,,0.956522,
K23538,1224,0.886878,,0.820513,
K23539,409,0.987654,,0.96124,
K23540,379,0.756757,,0.759259,
K23541,2108,0.821244,,0.778816,
K23542,464,0.858696,,0.865672,
K23543,609,0.882353,,0.699187,
K23544,777,0.876254,,0.792952,
K23545,54,1.0,,0.75,
K23546,47,0.857143,,1.0,
K23547,51,1.0,no negative,0.8,
K23548,258,0.990099,,0.923077,
K23549,329,0.87395,,0.818182,
K23550,11,1.0,,0.0,no positive
K23551,216,0.898876,,0.772727,
K23552,588,0.917073,,0.789809,
K23553,684,0.984252,,0.861244,
K23554,230,0.942529,,0.920635,
K23555,258,0.876404,,0.837838,
K23556,21,0.857143,,0.727273,
K23557,15,0.8,,0.5,
K23558,259,0.969697,,0.929577,
K23560,406,0.930818,,0.828829,
K23561,218,0.976744,,0.9,
K23562,515,0.954774,,0.86747,
K23563,456,0.911392,,0.830508,
K23564,372,0.964029,,0.851485,
K23565,434,0.958333,,0.894737,
K23566,482,0.891429,,0.767123,
K23567,421,0.918239,,0.767677,
K23568,545,0.951923,,0.857143,
K23569,487,0.908046,,0.8,
K23570,462,0.940541,,0.861789,
K23571,155,0.884615,,0.829268,
K23573,124,0.857143,,0.55814,
K23574,117,1.0,no negative,0.952381,
K23575,190,1.0,,0.903226,
K23576,68,0.761905,,0.888889,
K23577,149,1.0,,0.727273,
K23578,246,0.969072,,0.918919,
K23579,171,0.935484,,0.897959,
K23580,161,0.965517,,0.7,
K23581,352,0.772727,,0.72,
K23582,165,0.653846,,0.709677,
K23583,230,0.819672,,0.96,
K23585,8,1.0,,1.0,
K23586,10,1.0,,0.0,no positive
K23587,43,0.857143,,0.444444,
K23588,354,0.881579,,0.837607,
K23589,101,0.75,,0.7,
K23590,21,1.0,,0.8,
K23591,16,0.333333,,0.285714,
K23592,9,0.0,,0.166667,
K23593,468,0.885057,,0.836879,
K23594,186,0.972973,,0.9,
K23595,153,0.949153,,0.857143,
K23596,140,1.0,,0.755556,
K23597,3,0.0,,1.0,
K23598,49,0.615385,,0.4,
K23599,164,1.0,,0.964286,
K23600,282,0.981132,,0.897436,
K23601,4,1.0,,0.0,no positive
K23602,4,0.0,,0.0,
K23603,401,0.810458,,0.824427,
K23604,60,0.888889,,0.909091,
K23605,108,0.857143,,0.769231,
K23606,85,0.588235,,0.588235,
K23607,129,0.938776,,0.871795,
K23608,77,0.869565,,0.642857,
K23609,87,0.727273,,0.7,
K23610,149,0.965517,,0.878049,
K23611,260,0.978261,,0.927536,
K23612,681,0.759358,,0.571429,
K23613,66,0.956522,,1.0,
K23614,115,0.489796,,0.648649,
K23615,177,0.461538,,0.225806,
K23616,575,0.926606,,0.846154,
K23617,753,0.889764,,0.827907,
K23618,171,0.769231,,0.697674,
K23619,448,0.971751,,0.926471,
K23620,278,0.921348,,0.861538,
K23621,237,0.966292,,0.957746,
K23622,172,0.716981,,0.642857,
K23623,112,0.823529,,0.818182,
K23624,467,0.908108,,0.823529,
K23625,362,0.858974,,0.777778,
K23626,24,1.0,,1.0,
K23627,1,1.0,,0.666667,
K23628,328,0.930233,,0.958333,
K23629,1,0.0,,1.0,
K23630,20,0.363636,,0.0,
K23631,2,1.0,,,no sample
K23632,7,0.0,,0.4,
K23633,24,0.214286,,0.666667,
K23634,3,0.0,no positive,0.0,no positive
K23635,177,0.881356,,0.913043,
K23636,254,0.594595,,0.464646,
K23637,460,0.534884,,0.43038,
K23638,167,0.478261,,0.736842,
K23639,101,0.769231,,0.818182,
K23640,65,0.8,,0.727273,
K23641,28,0.25,,1.0,
K23642,102,0.829268,,0.72,
K23643,423,0.901408,,0.747475,
K23644,136,0.884615,,0.551724,
K23645,249,0.979592,,0.931507,
K23646,2,0.0,no positive,0.666667,
K23647,3,0.0,no positive,0.5,
K23648,6,0.0,no positive,0.0,
K23649,101,0.818182,,0.588235,
K23650,6,1.0,,0.0,no positive
K23651,5,1.0,no negative,0.666667,
K23652,4,0.0,,1.0,
K23653,11,0.0,,1.0,
K23654,7,1.0,,0.0,no positive
K23655,7,0.0,no positive,0.0,no positive
K23656,2,0.0,,0.666667,
K23657,8,0.0,no positive,0.0,no positive
K23658,2,1.0,,1.0,no negative
K23659,18,0.857143,,0.444444,
K23660,3,1.0,no negative,,no sample
K23661,4,0.0,,0.5,
K23662,5,,no sample,0.0,no positive
K23663,152,0.92,,0.878049,
K23664,258,0.980392,,0.946237,
K23665,11,0.8,,0.166667,
K23666,7,1.0,,0.666667,
K23667,11,1.0,,1.0,
K23668,6,0.666667,,0.666667,
K23669,12,0.8,,0.5,
K23670,20,0.75,,0.0,no positive
K23671,3,0.0,no positive,,no sample
K23672,2,1.0,,0.0,no positive
K23673,33,0.769231,,0.714286,
K23674,19,0.571429,,0.75,
K23675,875,0.911175,,0.798635,
K23676,26,1.0,,1.0,
K23677,1038,0.796915,,0.795699,
K23678,961,0.938338,,0.86262,
K23679,484,0.838323,,0.829268,
K23680,343,0.910448,,0.772727,
K23681,48,0.941176,,0.666667,
K23682,42,0.888889,,0.571429,
K23683,158,0.857143,,0.588235,
K23684,146,0.928571,,0.722222,
K23685,57,0.727273,,0.545455,
K23686,7,0.0,no positive,0.0,no positive
K23687,680,0.94382,,0.898876,
K23688,288,0.932039,,0.914286,
K23689,69,0.916667,,0.6,
K23690,361,0.917293,,0.868687,
K23691,224,0.891566,,0.819672,
K23692,178,0.969697,,0.821429,
K23693,292,0.913043,,0.883721,
K23694,166,0.943396,,0.789474,
K23695,124,1.0,,0.866667,
K23696,162,0.881356,,0.727273,
K23697,641,0.912281,,0.792899,
K23698,389,0.951724,,0.920635,
K23699,173,0.777778,,0.754098,
K23700,139,0.980392,,0.857143,
K23701,171,0.947368,,0.897959,
K23702,156,1.0,,0.909091,
K23703,299,0.892857,,0.810127,
K23704,480,0.723404,,0.697987,
K23705,344,0.970588,,0.837209,
K23706,137,0.962963,,0.9375,
K23707,259,0.945055,,0.925,
K23708,283,0.928571,,0.891566,
K23709,212,0.987952,,0.982456,
K23710,283,0.880734,,0.783784,
K23711,104,0.969697,,0.727273,
K23712,335,0.890625,,0.722222,
K23713,109,0.974359,,0.866667,
K23714,420,0.86747,,0.815385,
K23715,274,0.836364,,0.776471,
K23716,179,0.875,,0.5625,
K23717,64,0.4,,0.571429,
K23718,407,0.918239,,0.834783,
K23719,372,0.836066,,0.753623,
K23720,420,0.934132,,0.867257,
K23721,51,0.941176,,0.888889,
K23722,105,0.8,,0.742857,
K23723,46,0.692308,,0.6,
K23724,7,0.0,,0.0,no positive
K23725,20,0.5,,0.8,
K23726,15,0.666667,,0.4,
K23727,582,0.864078,,0.855556,
K23728,522,0.818182,,0.7,
K23729,419,0.90566,,0.789916,
K23730,439,0.831325,,0.839695,
K23731,338,0.808081,,0.807018,
K23732,737,0.916084,,0.772277,
K23733,427,0.878378,,0.641026,
K23734,450,0.911392,,0.765957,
K23735,610,0.933333,,0.886598,
K23736,3,,no sample,1.0,no negative
K23737,6,0.0,no positive,0.0,no positive
K23738,19,0.8,,0.666667,
K23739,645,0.931727,,0.832432,
K23740,889,0.853659,,0.773663,
K23741,732,0.939394,,0.903846,
K23742,16,0.2,,0.666667,
K23743,171,0.578947,,0.416667,
K23747,2,0.0,no positive,0.0,no positive
K23750,48,0.6,,0.888889,
K23751,304,0.852459,,0.823529,
K23752,7,0.0,no positive,,no sample
K23753,470,0.983957,,0.832298,
K23754,47,0.823529,,0.5,
K23755,215,0.971429,,0.933333,
K23756,75,0.916667,,0.956522,
K23757,66,0.685714,,0.578947,
K23758,182,0.90566,,0.790698,
K23759,52,0.8,,0.6,
K23760,56,1.0,,0.941176,
K23761,197,0.865672,,0.881356,
K23762,34,1.0,,0.75,
K23763,19,1.0,,0.666667,
K23764,85,1.0,,0.916667,
K23765,301,0.87619,,0.86747,
